title,authors,isbn
Moderato cantabile,Marguerite Duras,3518376780
The Line Between,Peter S. Beagle,1892391368
Tamsin,Peter S. Beagle,0451457633
The Fantasy Worlds of Peter Beagle,Peter S. Beagle,0345289676
The Innkeeper's Song,Peter S. Beagle,0451452887
Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb,1885972105
Les petits chevaux de Tarquinia,Marguerite Duras,207036187X
The Humanoids (Humanoids #1),Jack Williamson,0312852533
Terraforming Earth,Jack Williamson,0765344971
Les jeux sont faits,Jean-Paul Sartre,2070394824
The Plague  The Fall  Exile and the Kingdom  and Selected Essays,Albert Camus/Stuart Gilbert/Justin O'Brien/David Bellos,1400042550
The Rebel,Albert Camus/Anthony Bower/Herbert Read,0679733841
The Fall,Albert Camus/Justin O'Brien,0679720227
Camus at Combat: Writing 1944-1947,Albert Camus/Jacqueline Levi-Valensi/Arthur Goldhammer/David Carroll,0691120048
Resistance  Rebellion and Death: Essays,Albert Camus/Justin O'Brien,0679764011
I Who Have Never Known Men,Jacqueline Harpman/Ros Schwartz,0380731819
Crime Novels: American Noir of the 1950s,Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes,1883011493
Raise High the Roof Beam  Carpenters and Seymour: an Introduction,J.D. Salinger,0140237518
The Algebraist,Iain M. Banks,1597800449
Excession (Culture  #5),Iain M. Banks,0553575376
Look to Windward (Culture  #7),Iain M. Banks,0743421922
Inversions (Culture  #6),Iain M. Banks,074341196X
Exzession (Culture  #5),Iain M. Banks/Irene Bonhorst,3453196791
Iain Banks' 'The Wasp Factory'  'The Crow Road' and 'Whit',Alan MacGillivray,0948877480
A Song Of Stone,Iain Banks,0316640166
Selected Poems,Herman Melville/Robert Faggen,0143039032
Herman Melville: A Biography,Hershel Parker,0801881854
The Confidence-Man,Herman Melville/Tony Tanner/John Dugdale,0192837621
The Italian Girl (Ackroyd and Thackeray #5),Patricia Hall,0312264895
An Unofficial Rose,Iris Murdoch,014002154X
Days: A Tangier Diary,Paul Bowles,0061137367
The Sheltering Sky / Let It Come Down / The Spider's House,Paul Bowles/Daniel Halpern,1931082197
The Spider's House,Paul Bowles/Francine Prose,0061137030
A Hundred Camels in the Courtyard,Paul Bowles,0872860027
Collected Stories and Later Writings,Paul Bowles/Daniel Halpern,1931082200
The Sheltering Sky,Paul Bowles,006083482X
Points in Time,Paul Bowles,0061139637
The Accidental Bodyguard (Accidental  #2),Ann Major,0373760035
The Nice and the Good,Iris Murdoch,0140030344
No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,Paul Coughlin/Laura Schlessinger,0764200925
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett/Neil Gaiman,0060853972
Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada,Terry Pratchett/Neil Gaiman,159497098X
Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,0631231277
Wittgenstein's Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers,David Edmonds/John Eidinow,0060936649
Tractatus Logico-Philosophicus,Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell,0415254086
Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,0024288101
On Certainty,Ludwig Wittgenstein/G.E.M. Anscombe/George Henrik von Wright,0631169407
Wittgenstein on Rules and Private Language: An Elementary Exposition,Saul A. Kripke,0674954017
Ludwig Wittgenstein: The Duty of Genius,Ray Monk,0140159959
Wittgenstein's Vienna,Allan Janik/Stephen Toulmin,1566631327
The Blue and Brown Books,Ludwig Wittgenstein/Rush Rhees,0061312118
Long Day's Journey into Night,Eugene O'Neill/Harold Bloom,0300093055
Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West,Carlos A. Schwantes,0295976918
En attendant Godot,Samuel Beckett,2707301485
The Coming of Godot: A Short History of a Masterpiece,Jonathan Croall/Peter Hall,1840025956
The Bald Soprano and Other Plays,Eugène Ionesco/Donald M. Allen,0802130798
Three Plays: Exit the King / The Killer / Macbett,Eugène Ionesco/Charles Marowitz/Donald   Watson,0802151108
The Discovery of New Worlds (Story of the World  #2),Margaret Bertha Synge,159915014X
Six Characters in Search of an Author and Other Plays,Luigi Pirandello/Mark Musa,014018922X
The Oil Jar and Other Stories,Luigi Pirandello/Stanley Appelbaum,048628459X
The Late Mattia Pascal,Luigi Pirandello/William Weaver/Charles Simic,1590171152
One  No One and One Hundred Thousand,Luigi Pirandello/William Weaver/Samuel Putnam,0941419746
Henry IV,Luigi Pirandello/Tom Stoppard,0802141943
Three Plays,Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum,0413575608
Sierra's Homecoming (McKettricks  #5),Linda Lael Miller,0373247958
Homecoming (Tillerman Cycle  #1),Cynthia Voigt,0689851324
Buried Child,Sam Shepard,0307274977
Seven Plays,Sam Shepard/Richard Gilman,0553346113
You Come Too: Favorite Poems for Readers of All Ages,Robert Frost/Noel Perrin,0805069852
Watership Down,Richard  Adams,0743277708
Watership Down,Richard  Adams,0060935456
Tales from Watership Down,Richard  Adams,0517289369
The Bake Shop Ghost,Jacqueline K. Ogburn/Marjorie A. Priceman,0618445579
The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey,Louise Borden/Allan Drummond,0618339248
All the Sad Young Men (Works of F. Scott Fitzgerald),F. Scott Fitzgerald/James L.W. West III,0521402409
Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,0374529264
Every Book Its Reader: The Power of the Printed Word to Stir the World,Nicholas A. Basbanes,0060593245
Invitation to a Beheading,Vladimir Nabokov,0141185600
Ada  or Ardor: A Family Chronicle,Vladimir Nabokov/Fatih Özgüven,0679725229
Strong Opinions,Vladimir Nabokov,0679726098
The Portable Conrad,Joseph Conrad/Morton Dauwen Zabel/Frederick R. Karl,0140150331
Lord Jim,Joseph Conrad,1551111721
Typhoon and Other Tales,Joseph Conrad/Cedric Watts,0192801732
Stopping by Woods on a Snowy Evening,Robert Frost/Susan Jeffers,0525467343
The Poetry of Robert Frost: The Collected Poems  Complete and Unabridged,Robert Frost/Edward Connery Lathem,0805069860
Frost,Thomas Bernhard/Michael Hofmann,1400040663
The Road Not Taken and Other Poems,Robert Frost,0486275507
Collected Poems  Prose  and Plays,Robert Frost/Richard Poirier/Mark   Richardson,188301106X
Robert Frost: A Life,Jay Parini,0805063412
Three Plays: Desire Under the Elms / Strange Interlude / Mourning Becomes Electra,Eugene O'Neill/Luann Walther,0679763961
A Streetcar Named Desire,Tennessee Williams,0822210894
A Streetcar Named Desire,Tennessee Williams/Arthur  Miller,0811216020
A Streetcar Named Desire (SparkNotes Literature Guide),SparkNotes,1586634496
CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),James Lamar Roberts/Tennessee Williams/CliffsNotes,0822005336
Pygmalion,George Bernard Shaw/Dan H. Laurence/Nicholas Grene,0141439505
The Play Soldier,Chet Green,159113644X
Return to Ithaca (Tales from the Odyssey  #5),Mary Pope Osborne/Troy Howell,0786809930
The New Testament,Richmond Lattimore,0865475245
Greek Lyrics,Richmond Lattimore,0226469441
The Iliad,Homer/Robert Fagles/Derek Jacobi,0143059289
The Iliad  Books 8-9 (Classical Texts Series),Homer/Charles H. Wilson,0856686271
The Gray-Eyed Goddess (Tales from the Odyssey  #4),Mary Pope Osborne/Troy Howell/Homer,0786809310
Collected Stories,Tennessee Williams/Gore Vidal,0811212696
Saint Joan,George Bernard Shaw/Dan H. Laurence/Imogen Stubbs,0140437916
The Intelligent Woman's Guide to Socialism  Capitalism  Sovietism and Fascism,George Bernard Shaw/Susan Moller Okin,0887380050
Molloy  Malone Dies  The Unnamable (The Trilogy  #1-3),Samuel Beckett,0375400702
The Adventures of Race Williams,Carroll John Daly,0892969598
The Hidden Hand,Carroll John Daly/Drew Bishop,0060974362
Murder from the East,Carroll John Daly,0930330013
Education as My Agenda: Gertrude Williams  Race & the Baltimore Public Schools,Jo Ann Ooiman Robinson,031229543X
The Scarlet Letter,Nathaniel Hawthorne/Thomas E. Connolly/Nina Baym,0142437263
The Scarlet Letter,Nathaniel Hawthorne/Kathryn Harrison,0679783385
The Scarlet Letter,Nathaniel Hawthorne,0743487567
The Scarlet Letter,Nathaniel Hawthorne,1587263831
The Scarlet Letter,Nathaniel Hawthorne,074326469X
Nathaniel Hawthorne's The Scarlet Letter,Nathaniel Hawthorne/Karin Jacobson,0764587242
The Birth of Tragedy,Friedrich Nietzsche/Clifton Fadiman,0486285154
Human  All Too Human (Complete Works 3),Friedrich Nietzsche/Gary Handwerk,0804741719
Basic Writings of Nietzsche,Friedrich Nietzsche/Walter Kaufmann/Peter Gay,0679783393
Beyond Good and Evil,Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner,014044923X
Daybreak: Thoughts on the Prejudices of Morality,Friedrich Nietzsche/R.J. Hollingdale,0521599636
How To Draw The Legend Of Zelda    (troll),Michael Teitelbaum/Ron Zalme,0439635810
Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,0375760814
Premières Histoires,João Guimarães Rosa,2864240157
My Year of Meats,Ruth Ozeki,0140280464
Beef,Ruth Ozeki,3492230024
Mon épouse américaine,Ruth Ozeki/Florence Mortimer,2266104462
The Partly Cloudy Patriot,Sarah Vowell/Katherine Streeter,0743243803
The Risk Pool,Richard Russo,0099276496
The Whore's Child and Other Stories,Richard Russo,009943752X
Supermob: How Sidney Korshak and His Criminal Associates Became America's Hidden Power Brokers,Gus Russo,1582343896
The Lay of the Land,Richard Ford,0679454683
Tom Ford,Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley,0847826694
The People's Tycoon: Henry Ford and the American Century,Steven Watts,0375707255
Wilderness: The Lost Writings  Vol. 1,Jim Morrison,0679726225
When Somebody Loves You Back (Soulmates Dissipate  #6),Mary B. Morrison,0758207301
Journey to the End of the Night,Louis-Ferdinand Céline/Ralph Manheim/William T. Vollmann,0811216543
Europe Central,William T. Vollmann,0143036599
Historical Atlas of Central Europe (History of East Central Europe  Vol. 1),Paul Robert Magocsi,0295981466
Passing,Nella Larsen/Carla Kaplan,0393979164
The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen/Charles Larson/Marita Golden,0385721005
The Poet of Tolstoy Park,Sonny Brewer,0345476328
A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,Leo Tolstoy/Peter Sekirin,0684837935
Safe Conduct: An Autobiography and Other Writings,Boris Pasternak/B. Deutsch,081120135X
Letters: Summer 1926,Boris Pasternak/Marina Tsvetaeva/Rainer Maria Rilke,0940322714
Traveller,Richard  Adams,0440204933
The Plague Dogs,Richard  Adams,0345494024
Maia (Beklan Empire #2),Richard  Adams,0670800333
The Girl in a Swing,Richard  Adams,0517391732
You Can't Go Home Again,Thomas Wolfe,0060930055
Look Homeward  Angel,Thomas Wolfe,0743297318
Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe/Pat Conroy,0684867850
Boys' Life & Search and Destroy,Howard Korder,0413712001
Complete Plays 1920–1931,Eugene O'Neill/Travis Bogard,0940450496
Complete Plays 1913–1920,Eugene O'Neill/Travis Bogard,0940450488
The Castle in the Forest,Norman Mailer,0394536495
The Naked and the Dead,Norman Mailer,0312265050
The Executioner's Song,Norman Mailer,0375700811
The Big Empty: Dialogues on Politics  Sex  God  Boxing  Morality  Myth  Poker & Bad Conscience in America,Norman Mailer/John Buffalo Mailer,1560258241
The Armies of the Night: History as a Novel  the Novel as History,Norman Mailer,0452272793
In Cold Blood,Truman Capote,0141182571
Cold Blood (Lorraine Page  #2),Lynda La Plante,0515124796
Amazing Disgrace (Gerald Samper #2),James Hamilton-Paterson,1933372192
Cry  the Beloved Country,Alan Paton,0099766817
You Don't Know Jack (NY Girlfriends  #2),Erin McCarthy,075821409X
The Sunset Limited,Cormac McCarthy,0307278360
No Country for Old Men,Cormac McCarthy,0375706674
McCarthy's Bar: A Journey of Discovery in Ireland,Pete McCarthy,0312311338
The Idiot,Fyodor Dostoyevsky/Anna Brailovsky/Joseph Frank/Constance Garnett/Alan Myers,0679642420
The Complete Idiot's Guide to Calculus,W. Michael Kelley,1592574718
True and False: Heresy and Common Sense for the Actor,David Mamet,0679772642
On Directing Film,David Mamet,0140127224
Book of Dreams,Jack Kerouac/Robert Creeley,0872863808
Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life,Annie Dillard,0060920645
Pilgrim at Tinker Creek,Annie Dillard,0072434171
An American Childhood,Annie Dillard,0060915188
For the Time Being,Annie Dillard,0375703470
The Maytrees,Annie Dillard,0061239534
Plan B: Further Thoughts on Faith,Anne Lamott,1594481571
All New People,Anne Lamott,1582430543
Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1400079098
Stiff: The Curious Lives of Human Cadavers,Mary Roach,0141007451
A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remember,Iain Levison,0812967941
Stiff Upper Lip  Jeeves (Jeeves  #13),P.G. Wodehouse,184159105X
The Bonesetter's Daughter,Amy Tan,0345457374
The Kitchen God's Wife,Amy Tan,0143038109
The Moon Lady,Amy Tan/Gretchen Schields,0689806167
The Short History of a Prince,Jane Hamilton,055299801X
The Guardian,Jane Hamilton,0785282092
Sometimes a Great Notion,Ken Kesey/Charles Bowden,0143039865
Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,0395500761
Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,Richard Brautigan,0395706742
A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,Richard Brautigan,0395547032
An Unfortunate Woman,Richard Brautigan/Taylan Taftaf,0312277105
The Collected Stories,Eudora Welty,0156189216
Complete Novels: The Robber Bridegroom  Delta Wedding  The Ponder Heart  Losing Battles  The Optimist's Daughter,Eudora Welty/Richard Ford/Michael Kreyling,188301154X
Eudora Welty: Photographs,Eudora Welty/Reynolds Price,0878055290
On Writing,Eudora Welty/Richard Bausch,0679642706
Essential Welty: Why I Live at the P.O.  A Memory  Powerhouse and Petrified Man,Eudora Welty,0061124192
Losing Battles,Eudora Welty,0679728821
The Eye of the Story: Selected Essays and Reviews,Eudora Welty,0679730044
The Golden Apples,Eudora Welty,015636090X
One Writer's Beginnings,Eudora Welty,0674639278
The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures,Anne Fadiman,0374525641
Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,0805076883
The Chomsky-Foucault Debate: On Human Nature,Noam Chomsky/Michel Foucault/John Rajchman,1595581340
Media Control: The Spectacular Achievements of Propaganda,Noam Chomsky,1583225366
11 de Septiembre,Noam Chomsky,158322565X
On Anarchism,Noam Chomsky/Barry Pateman,1904859208
The Chomsky Reader,Noam Chomsky,1852421177
Language and Mind,Noam Chomsky,052167493X
Perilous Power: The Middle East & US Foreign Policy,Noam Chomsky/Gilbert Achcar/Stephan R. Shalom,1594513120
What Uncle Sam Really Wants,Noam Chomsky/Arthur Naiman/David Barsamian/Sandy Niemann,1878825011
Imperial Ambitions: Conversations on the Post-9/11 World,Noam Chomsky/David Barsamian,080507967X
On MisEducation (Critical Perspectives),Noam Chomsky/Donaldo Macedo,0742529789
Aspects of the Theory of Syntax,Noam Chomsky,0262530074
On Democracy & Education (Social Theory  Education & Cultural Change),Noam Chomsky/C.P. Otero,0415926327
Cat Breaking Free (Joe Grey  #11),Shirley Rousseau Murphy,0060578122
Confessions,Jean-Jacques Rousseau/Patrick Coleman/Angela Scholar,0192822756
Cat Cross Their Graves (Joe Grey  #10),Shirley Rousseau Murphy,0060578114
The Social Contract,Jean-Jacques Rousseau/Maurice Cranston,0143037498
Cat in the Dark (Joe Grey  #4),Shirley Rousseau Murphy,0061059471
The Source,James A. Michener,0375760385
Hawaii,James A. Michener,0375760377
Chesapeake,James A. Michener,0812970438
Caravans,James A. Michener,0812969820
Iberia,James A. Michener/Robert Vavra,0449207331
Centennial,James A. Michener,0449452697
Carrie (Biblioteca de Stephen King. 102  8),Stephen King/Gregorio Vlastelica,0609810901
Carrie,Stephen King,9685957002
The Shining,Stephen King,0743437497
The Shining,Stephen King/Campbell Scott,0743536991
The Shining,Stephen King,1417618256
Marley & Me: Life and Love with the World's Worst Dog,John Grogan,0061238228
Marley and Me: Life and Love With the World's Worst Dog,John Grogan,0739461192
Wuthering Heights,Emily Brontë/Alice Hoffman,0451529251
Brodie's notes on Aldous Huxley's brave new world,Graham Handley,0333581296
The Moon Is Down,John Steinbeck,0141185538
Ride the Moon Down,Terry C. Johnston,0553572822
Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Margot Adler,0143038192
Sing Down the Moon,Scott O'Dell,0440979757
Light in August,William Faulkner,067964248X
The Transit of Venus,Shirley Hazzard,1860491812
Kingsblood Royal,Sinclair Lewis/Charles R. Johnson,0375756868
Swann's Way (In Search of Lost Time  #1),Marcel Proust/Lydia Davis,0142437964
Swann's Way (Remembrance of Things Past  #1),Marcel Proust/C.K. Scott Moncrieff/Elizabeth Dalton,1593083777
Swann's Way (Remembrance of Things Past  #1),Marcel Proust/C.K. Scott Moncrieff,1414243677
Lady of the Lake,Elizabeth Mayne,0373289804
A Kiss Before Dying,Ira Levin/Otto Penzler,0786711647
A Kiss Before Dying (Sweet Valley High  #122),Francine Pascal/Kate William,0553566407
The Satanic Verses,Salman Rushdie,014011890X
The City of Falling Angels,John Berendt,0143036939
Falling Angel,William Hjortsberg/Ridley Scott/James Crumley,1933618086
Falling Angels (Luc Actar #1),Melissa M. Garcia,0595377106
The Collaborator: The Trial and Execution of Robert Brasillach,Alice Kaplan,0226424154
Ulysses,James Joyce/Craig Raine,0679455132
The Crazed,Ha Jin,0434010537
Chickenhawk: Back in the World Again: Life After Vietnam,Robert Mason,0140158766
Nuns and Soldiers,Iris Murdoch/Karen Armstrong,0142180092
Sir Gawain And The Green Knight,Michael Morpurgo/Michael Foreman,0744586461
Cliffs Notes on Wiesel's Night,Maryam Riess,0822008939
The Night Trilogy: Night  Dawn  the Accident,Elie Wiesel/Marion Wiesel,0374521409
Strong Motion,Jonathan Franzen,184115749X
How to Be Alone,Jonathan Franzen,0007153589
The Twenty-Seventh City,Jonathan Franzen,0312420145
Second Ring of Power,Carlos Castañeda,0671732471
The Active Side of Infinity,Carlos Castañeda,006092960X
Journey to Ixtlan,Carlos Castañeda,0671732463
The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,Carlos Castañeda,074341280X
Power of Silence,Carlos Castañeda,067173248X
Tales of Power,Carlos Castañeda,0671732528
Fire from Within,Carlos Castañeda,0671732501
The Art of Dreaming,Carlos Castañeda,1855384272
The Best Stories of Fyodor Dostoevsky,Fyodor Dostoyevsky/David Magarshack,0345481267
The Best Short Stories,Fyodor Dostoyevsky/David Magarshack,0375756884
Demons,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,0375411224
The Idiot,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,0375702245
Great Short Works of Fyodor Dostoevsky,Fyodor Dostoyevsky/Ronald Hingley,0060726466
The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,1593080581
Celtic Tree Mysteries: Practical Druid Magic & Divination,Steve Blamires/Sandy Leuthner,1567180701
Rebecca,Daphne du Maurier/Sally Beauman,1844080382
Betraying Spinoza: The Renegade Jew Who Gave Us Modernity,Rebecca Goldstein,0805242090
Shadow of the Moon (Moon #5),Rebecca York,042520961X
Black Lamb and Grey Falcon,Rebecca West/Christopher Hitchens,014310490X
Operation Shylock: A Confession,Philip Roth,009930791X
Operation Shylock. Ein Bekenntnis,Philip Roth,3446176934
Lost in the Funhouse,John Barth,0385240872
CliffsNotes on Faulkner's As I Lay Dying (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,0822002108
The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dust,William Faulkner,0706432088
CliffsNotes on Faulkner's Absalom  Absalom!,James Lamar Roberts/CliffsNotes,0822001101
The Aeneid,Virgil/Robert Fagles/Bernard Knox,0670038032
The Aeneid,Virgil/Robert Fitzgerald,0679729526
The Aeneid,Virgil/David   West,0140449329
Aeneid,Virgil/Stanley Lombardo/W. R. Johnson,0872207315
Virgil  Vol 2: Aeneid Books 7-12  Appendix Vergiliana,Virgil/G.P. Goold,0674995864
The Castle of Otranto,Horace Walpole/E.F. Bleiler/Walter Scott,0486434125
The Castle of Otranto,Horace Walpole,0192834401
Messenger (The Giver  #3),Lois Lowry,0385732538
Gossamer,Lois Lowry,0618685502
Anastasia on Her Own (Anastasia Krupnik  #5),Lois Lowry,0440402913
Stay!: Keeper's Story,Lois Lowry/True Kelley,0440415241
Gathering Blue (The Giver  #2),Lois Lowry,0385732562
See You Around  Sam! (Sam Krupnik  #3),Lois Lowry/Diane deGroat,0440414008
King Lear,William Shakespeare,074348276X
King Lear,William Shakespeare/Roma Gill,019832054X
King Lear,William Shakespeare/R.A. Foakes,1903436591
King Lear,William Shakespeare/Barbara A. Mowat/Paul Werstine,0743484959
The Turn of the Screw (Norton Critical Edition),Henry James/Deborah Esch/Jonathan Warren,039395904X
The Turn of the Screw and The Aspern Papers,Henry James/Anthony Curtis,0141439904
The Turn of the Screw and Other Short Fiction,Henry James/R.W.B. Lewis,0553210599
The Turn of the Screw,Henry James/Peter G. Beidler,0312406916
Much Ado about Nothing,William Shakespeare/Mary Berry/Michael Clamp,052161872X
Much Ado About Nothing,William Shakespeare/David L. Stevenson,0451526813
Much Ado about Nothing (Oxford School Shakespeare),William Shakespeare/Roma Gill,0198320566
Much Ado about Nothing,William Shakespeare/Samuel West/Amanda Root/Arkangel Cast,1932219250
Much Ado about Nothing,William Shakespeare/F.H. Mares,0521532507
Winter's Tale,Mark Helprin,0156031191
Winter's Tales,Isak Dinesen/Karen Blixen,0679743340
Twelfth Night,William Shakespeare/Alan Durband,0812036042
Twelfth Night,William Shakespeare/Barbara A. Mowat/Paul Werstine,0743484967
Twelfth Night,William Shakespeare,0141014709
Tempest (Star Wars: Legacy of the Force  #3),Troy Denning,0345477529
Red: Passion and Patience in the Desert,Terry Tempest Williams,0375725180
Hamlet  The Texts of 1603 and 1623,William Shakespeare/Neil Taylor,1904271553
Hamlet's Dresser: A Memoir,Bob      Smith,0684852705
The Hamlet,William Faulkner,0679736530
Othello,William Shakespeare,0743477553
Othello,William Shakespeare/David Threlfall/Don Warrington/Anne-Marie Duff/Arkangel Cast,1932219269
Othello,William Shakespeare/Barbara A. Mowat/Paul Werstine,0743482824
Julius Caesar,William Shakespeare/Roma Gill,0198320272
Julius Caesar,William Shakespeare/John   Bowe/Michael Feast/Adrian Lester,1932219161
Julius Caesar,William Shakespeare/Marvin Spevack/Marga Munkelt,0521535131
Julius Caesar,William Shakespeare/SparkNotes,1586638475
Cliffsnotes on Shakespeare's Henry IV  Part 1,James K. Lowers/William Shakespeare/CliffsNotes,0822000237
King Henry IV  Part 1,William Shakespeare/David Scott Kastan,1904271359
Alice in Wonderland,Lewis Carroll/Jane Carruth/Rene Cloke,0517223627
Alice In Wonderland,Lewis Carroll/John Tenniel,0439291496
The Alexandria Quartet  (The Alexandria Quartet #1-4),Lawrence Durrell,0140153179
Justine (The Alexandria Quartet #1),Lawrence Durrell,0140153195
Clea (The Alexandria Quartet #4),Lawrence Durrell,0140153225
Siddhartha,Hermann Hesse,0613572742
Kate Vaiden,Reynolds Price,0684846942
The Social Contract and The First and Second Discourses,Jean-Jacques Rousseau/Susan Dunn/Gita May/Robert N. Bellah/David Bromwich/Conor           Cruise O'Brien,0300091419
Nature Girl,Carl Hiaasen,0307262995
Stormy Weather,Carl Hiaasen,0446677167
Skin Tight (Mick Stranahan  #1),Carl Hiaasen,0446695696
Basket Case,Carl Hiaasen,0446695645
Tourist Season,Carl Hiaasen,0446695718
Sick Puppy,Carl Hiaasen,0446695688
Flush,Carl Hiaasen,0375821821
Double Whammy (Skink #1),Carl Hiaasen,0446695661
Naked Came the Manatee,Carl Hiaasen/Elmore Leonard/Dave Barry/James W. Hall/Edna Buchanan/Les Standiford/Paul Levine/Brian Antoni/Tananarive Due/John Dufresne/Vicki Hendricks/Carolina Hospital/Evelyn Mayerson,0449001245
Strip Tease,Carl Hiaasen,044669567X
Basket Case,Carl Hiaasen,044661193X
A Carl Hiaasen Collection: Stormy Weather  Tourist Season  and  Strip Tease,Carl Hiaasen/Edward Asner,0375410465
Skinny Dip (Mick Stranahan #2),Carl Hiaasen,0446615129
Hoot,Carl Hiaasen,0440421705
Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Andrés Duany/Elizabeth Plater-Zyberk/Jeff Speck,0865476063
The Bible Cure For Diabetes,Don Colbert,0884196488
The Celestine Prophecy: A Pocket Guide to the Nine Insights,James Redfield,0446912069
The Tenth Insight: Holding the Vision (Celestine Prophecy  #2),James Redfield,0446674575
The Celestine Prophecy,James Redfield/Lou Diamond Phillips,1594831955
The Celestine Prophecy: An Experiential Guide,James Redfield,0553503707
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,0688052304
The Dark Side Of Genius: The Life Of Alfred Hitchcock,Donald Spoto,030680932X
Enchantment: The Life of Audrey Hepburn,Donald Spoto,0307237583
Marilyn Monroe: The Biography,Donald Spoto,0815411839
Cross (Alex Cross  #12),James Patterson,0316159794
Judge & Jury,James Patterson/Andrew Gross,0316013935
The 6th Target (Women's Murder Club  #6),James Patterson/Maxine Paetro,0316014796
The Quickie,James Patterson/Michael Ledwidge,0316117366
You've Been Warned,James Patterson/Howard Roughan,0316014508
2nd Chance (Women's Murder Club  #2),James Patterson/Andrew Gross,0446696633
1st to Die (Women's Murder Club  #1),James Patterson,0446696617
Season of the Machete,James Patterson,0446600474
School's Out—Forever (Maximum Ride  #2),James Patterson,0316155594
Jack & Jill (Alex Cross  #3),James Patterson,0446692654
The Midnight Club,James Patterson,0446606383
Cat & Mouse (Alex Cross #4),James Patterson,0446692646
Pop Goes the Weasel (Alex Cross  #5),James Patterson,0446608815
Roses Are Red (Alex Cross  #6),James Patterson,0747266999
Along Came a Spider (Alex Cross  #1),James Patterson,0446692638
Black Friday,James Patterson,0446609323
Honeymoon (Honeymoon  #1),James Patterson/Howard Roughan,0446613371
Kiss the Girls (Alex Cross  #2),James Patterson,0446677388
The Thomas Berryman Number,James Patterson,0446600458
London Bridges (Alex Cross  #10),James Patterson,0446613355
The Angel Experiment (Maximum Ride  #1),James Patterson,0446617792
3rd Degree (Women's Murder Club  #3),James Patterson/Andrew Gross,0446696641
The Jester,James Patterson/Andrew Gross,0755300203
See How They Run,James Patterson,1568654235
Miracle on the 17th Green (Travis McKinley  #1),James Patterson/Peter de Jonge,0316693359
When the Wind Blows (When the Wind Blows  #1),James Patterson,0446676438
SantaKid,James Patterson/Michael Garland,0316000612
A Little Prairie House,Laura Ingalls Wilder/Renée Graef,0064435261
Private Parts,Howard Stern,0671009443
The Private Parts of Women,Lesley Glaister,0747526036
Green Arrow  Vol. 1: Quiver,Kevin Smith/Phil Hester/Ande Parks,1563899655
Quiver,Stephanie Spinner,0440238196
A Quiver Full of Arrows,Jeffrey Archer,0312937695
Celebrations: Rituals of Peace and Prayer,Maya Angelou,1400066107
The Collected Autobiographies of Maya Angelou,Maya Angelou,0679643257
Wouldn't Take Nothing for My Journey Now,Maya Angelou,0553380176
And Still I Rise,Maya Angelou/Linda Sunshine/Diego Rivera,0375505962
Life Doesn't Frighten Me,Maya Angelou/Jean-Michel Basquiat/Sara Jane Boyers,1556702884
Cumbres borrascosas,Emily Brontë,8497644743
Dreaming in Pictures: The Photography,Lewis Carroll/Douglas R. Nickel,0300091699
