title,authors,isbn
Robin Williams Web Design Workshop,Robin P. Williams/John Tollett/Dave Rohr,0201748673
The Non-Designer's Web Book,Robin P. Williams/John Tollett,0321303377
Hard Drive: Bill Gates and the Making of the Microsoft Empire,James Wallace/Jim  Erickson,0887306292
Bill Gates: Computer Legend (Famous Lives),Sara Barton-Wood,0739844326
Chicken Trek,Stephen Manes,0553157167
Make Four Million Dollars by Next Thursday!,Stephen Manes/George Ulrich,0440413702
Slim Down Camp,Stephen Manes,0553233505
The Boy Who Turned Into a TV Set,Stephen Manes/Michael  Bass,0380620006
Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,H.W. Brands,0684854732
The Devil in the Junior League,Linda Francis Lee,0312354959
Prom Anonymous,Blake Nelson,0142407453
The New Rules of High School,Blake Nelson,0142402427
Cool Girl,Blake Nelson/Hans Schumacher,3407788193
They Came from Below,Blake Nelson,0765314231
User,Blake Nelson,0970481713
Exile,Blake Nelson/Francine Kass,0684838389
Girl (Girl  #1),Blake Nelson,0671897071
My Side of the Mountain (Mountain  #1),Jean Craighead George,0142401110
The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,Sophocles/George      Young,048645049X
The Jungle,Upton Sinclair/Earl Lee/Kathleen DeGrave,1884365302
The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,0451529758
Human Croquet,Kate Atkinson,0312186886
The Key to Rebecca,Ken Follett/Arto Häilä,0451207793
Paper Money,Ken Follett,0330345044
Skeleton Coast (Oregon Files  #4),Clive Cussler/Jack Du Brul,0425211894
Dragon (Dirk Pitt  #10),Clive Cussler,1416537805
Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,0425205592
Black Wind (Dirk Pitt  #18),Clive Cussler/Dirk Cussler,0425204235
Cyclops (Dirk Pitt  #8),Clive Cussler,0671704648
Deep Six (Dirk Pitt  #7),Clive Cussler,1416516859
Polar Shift (NUMA Files  #6),Clive Cussler/Paul Kemprecos,0141017724
Vixen 03 (Dirk Pitt  #5),Clive Cussler,055358944X
The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,0425197395
The Navigator (NUMA Files  #7),Clive Cussler/Paul Kemprecos,0399154191
Golden Buddha (Oregon Files  #1),Clive Cussler/Craig Dirgo,0141010312
Shock Wave (Dirk Pitt  #13),Clive Cussler,0743449673
Raise the Titanic! (Dirk Pitt  #4),Clive Cussler,0425194523
Atlantis Found (Dirk Pitt  #15),Clive Cussler,0425204030
Muerte Blanca,Clive Cussler/Paul Kemprecos,030734326X
Iceberg (Dirk Pitt  #3),Clive Cussler,0425197387
Fire Ice (NUMA Files  #3),Clive Cussler/Paul Kemprecos,0399148728
Lost City (NUMA Files  #5),Clive Cussler/Paul Kemprecos,0425204197
The Sea Hunters II (The Sea Hunters  #2),Clive Cussler/Craig Dirgo,0425193721
The Sea Hunters (The Sea Hunters #1),Clive Cussler/Craig Dirgo,0743480694
La Ciudad Perdida (NUMA Files  #5),Clive Cussler/Paul Kemprecos,0307376648
Sahara (Dirk Pitt  #11),Clive Cussler,030720961X
Clive Cussler and Dirk Pitt Revealed,Clive Cussler/Craig Dirgo,0671026224
Cliffs Notes on Billy Budd & Typee,Mary Ellen Snodgrass,0764539507
Billy Budd  Sailor,Herman Melville,014062175X
Billy Budd  Sailor,Herman Melville,1417647116
Billy Budd  Sailor and Other Uncompleted Writings: The Writings of Herman Melville  Volume 13,Herman Melville/Hershel Parker/G. Thomas Tanselle/Harrison Hayford/Robert Sandberg/Alma MacDougall Reising,0810111144
Billy Budd  marin,Herman Melville,2070709043
The Elections of 2004,Michael Nelson,1568028342
Love Sick: A Smoldering Look at Love  Lust  and Marriage,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,0810957906
Goth-Icky: A Macabre Menagerie of Morbid Monstrosities,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,0810957892
Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Friend,Michael J. Nelson/Pop Ink/Charles S. Anderson Design Company,0810970570
Mike Nelson's Death Rat!,Michael J. Nelson,0060934727
Joel on Software,Joel Spolsky,1590593898
Hackers & Painters: Big Ideas from the Computer Age,Paul Graham/Allen Noren/Matt Hutchinson,0596006624
I  Robot (Robot  #0.1),Isaac Asimov,0553803700
I  Robot: The Illustrated Screenplay,Harlan Ellison,1596870419
The Robots of Dawn (Robot #3),Isaac Asimov,0553299492
I. Asimov,Isaac Asimov,055356997X
Asimov's New Guide to Science,Isaac Asimov,0140172130
Pebble in the Sky (Galactic Empire #3),Isaac Asimov,0553293427
The Gods Themselves,Isaac Asimov,1857989341
The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,0553293435
The Currents of Space (Galactic Empire  #2),Isaac Asimov,4490249512
Gold: The Final Science Fiction Collection,Isaac Asimov/Orson Scott Card,0060556528
Asimov's Guide to the Bible: The Old Testament,Isaac Asimov,0380010321
100 Great Fantasy Short Short Stories,Isaac Asimov/Terry Carr/Martin H. Greenberg/Janet  Fox,0380699176
Rock Star Superstar,Blake Nelson,0142405744
Writings and Selected Narratives of the Exploration and Settlement of Virginia,John  Smith,1598530011
John  Paul  George & Ben,Lane Smith,0786848936
Evolution and the Theory of Games,John Maynard Smith,0521288843
The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith/Eörs Szathmáry,019286209X
American Genesis: Captain John Smith and the Founding of Virginia,Alden T. Vaughan,0673393550
Twilight (Twilight  #1),Stephenie Meyer,0316015849
Sense and Sensibility,Jane Austen,1593081251
Uncle Shelby's ABZ Book,Shel Silverstein,067121148X
Who Wants a Cheap Rhinoceros?,Shel Silverstein,0689851138
Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander/J.K. Rowling,0439321603
J.K. Rowling - A Biography,Sean Smith,1843170175
Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis Z,Allan Zola Kronzek,3442451531
Harry Potter und die Kammer des Schreckens (Harry Potter  #2),J.K. Rowling,3551552096
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling/Rufus Beck,3895849618
Harry Potter ve Sırlar Odası (Harry Potter  #2),J.K. Rowling/Sevin Okyay,3570211029
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling,355155210X
There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,0385265565
Infants  Children  and Adolescents (MyDevelopmentLab Series),Laura E. Berk,0205419283
Spring Music,Elvi Rhodes,0552146552
Scarlet Feather,Maeve Binchy,0451203771
The Lilac Bus,Maeve Binchy,0099498642
Light a Penny Candle,Maeve Binchy,009949857X
Evening Class,Maeve Binchy,0752876821
Circle of Friends,Maeve Binchy/René Huigen/Frans Thomése,0099498596
